timestamp,turbine_id,wind_speed_mps,ambient_temp_c,humidity_pct,rotor_rpm,generator_rpm,power_kw,pitch_angle_deg,yaw_error_deg,gearbox_temp_c,generator_temp_c,nacelle_temp_c,oil_temp_c,oil_pressure_bar,hydraulic_pressure_bar,vibration_mm_s,operating_state
2025-01-01T09:20,T-07,10.97,12.03,44.13,17.15,1530.3,2079.01,0.79,0.5,60.25,59.74,23.3,52.0,3.49,178.73,0.681,healthy
2025-01-01T09:30,T-08,8.73,17.84,42.11,15.91,1497.29,778.59,1.57,1.19,52.19,48.26,26.21,46.75,3.34,183.02,0.634,healthy
2025-01-01T09:40,T-09,4.39,10.85,39.22,10.34,908.8,11.07,1.4,0.89,40.08,33.05,18.22,30.79,3.29,182.59,0.541,healthy
2025-01-01T09:50,T-01,20.05,14.86,70.4,22.0,2000.5,2953.99,21.81,1.0,69.91,70.64,28.6,60.04,3.83,207.74,0.78,healthy
2025-01-01T10:00,T-01,9.52,13.17,36.33,14.77,1349.19,1100.2,0.85,3.43,55.35,47.58,19.81,43.69,3.53,172.63,0.448,healthy
2025-01-01T10:10,T-02,5.9,17.32,40.2,12.29,1162.65,97.62,2.97,1.71,43.34,42.21,22.55,44.82,3.0,185.39,0.72,healthy
2025-01-01T10:20,T-03,16.53,14.45,60.34,22.0,2059.85,3021.29,12.78,6.77,71.41,70.3,26.99,61.55,3.73,191.46,0.678,healthy
2025-01-01T10:30,T-04,9.92,12.23,36.7,16.23,1487.25,1350.67,2.02,2.5,50.42,54.31,22.16,44.72,3.66,187.15,0.714,healthy
2025-01-01T10:40,T-05,4.1,15.9,52.15,9.61,868.36,5.36,2.02,2.84,39.67,41.47,22.36,37.69,2.91,174.19,0.452,healthy
2025-01-01T10:50,T-06,7.08,20.39,50.76,11.49,1104.16,276.09,2.75,2.45,53.56,48.63,27.81,43.81,3.19,176.94,0.272,healthy
2025-01-01T11:00,T-07,4.69,16.96,57.06,11.37,996.15,20.07,2.33,0.57,50.37,42.01,21.74,39.18,3.27,181.19,0.379,healthy
2025-01-01T11:10,T-08,4.87,18.76,62.08,10.43,976.74,27.38,2.05,2.02,45.7,44.89,24.14,42.36,3.29,190.72,0.55,healthy
2025-01-01T11:20,T-09,5.2,17.48,41.7,11.34,1098.11,41.99,2.43,0.84,40.74,42.89,22.49,38.65,3.2,168.93,0.481,healthy
2025-01-01T11:30,T-01,11.4,20.0,35.99,15.73,1470.37,2388.0,2.85,2.87,73.41,64.79,30.99,62.66,3.69,185.08,0.476,healthy
2025-01-01T11:40,T-01,9.33,16.66,36.41,15.11,1433.52,1019.29,1.97,0.25,58.21,56.03,21.59,49.55,3.25,183.89,0.635,healthy
2025-01-01T11:50,T-02,7.34,17.8,52.12,12.51,1161.81,341.0,2.7,3.17,46.44,50.28,24.37,47.24,3.47,188.41,0.493,healthy
2025-01-01T12:00,T-03,11.82,18.21,32.79,17.59,1589.42,2268.69,1.73,8.93,70.06,70.16,30.27,66.46,3.58,190.39,0.711,warning
2025-01-01T12:10,T-04,12.48,15.02,53.32,19.03,1769.63,2691.57,3.38,3.98,78.55,81.15,26.5,59.42,3.6,181.87,0.455,warning
2025-01-01T12:20,T-05,1.2,13.31,52.08,6.1,545.91,0.0,2.26,1.8,56.32,41.96,20.4,33.31,3.25,176.59,0.419,warning
2025-01-01T12:30,T-06,3.04,14.28,47.54,8.12,724.71,0.0,2.21,4.21,51.54,44.35,20.24,33.26,3.1,182.22,0.442,warning
2025-01-01T12:40,T-07,5.2,26.51,43.84,11.04,1014.97,39.7,1.5,0.05,60.92,57.56,31.22,49.21,3.16,183.24,0.642,warning
2025-01-01T12:50,T-08,6.71,15.76,38.81,11.04,1066.82,163.3,2.92,15.43,46.86,39.79,20.73,41.55,3.34,188.04,0.363,warning
2025-01-01T13:00,T-09,9.14,18.21,38.96,15.01,1385.83,903.6,1.27,4.6,65.34,66.01,28.23,48.07,3.45,187.57,0.54,warning
2025-01-01T13:10,T-01,10.79,10.56,51.45,15.91,1444.51,1469.6,0.87,8.21,55.47,60.68,22.75,49.88,3.53,185.76,0.566,warning
2025-01-01T13:20,T-01,9.21,18.77,49.15,16.04,1363.54,967.89,1.56,1.81,55.93,53.29,28.68,51.74,3.3,185.28,1.175,warning
2025-01-01T13:30,T-02,17.84,21.44,52.13,22.0,2037.36,2332.29,18.15,7.37,75.63,83.46,36.85,67.22,3.78,196.47,0.653,warning
2025-01-01T13:40,T-03,10.17,18.93,35.07,14.91,1394.12,1205.67,1.49,9.59,56.5,68.08,25.59,52.8,3.37,170.38,0.57,warning
2025-01-01T13:50,T-04,9.86,27.84,36.23,16.12,1474.48,1102.32,1.54,10.28,68.52,70.37,37.42,60.21,3.45,178.26,0.7,warning
2025-01-01T14:00,T-05,13.01,17.48,54.61,20.36,1778.5,2911.56,4.21,1.33,76.0,71.24,31.19,65.03,3.68,180.19,1.442,warning
2025-01-01T14:10,T-06,4.69,18.05,70.42,11.29,914.77,18.05,2.42,4.64,44.85,43.02,23.74,35.91,3.08,183.27,1.087,warning
2025-01-01T14:20,T-07,14.55,19.31,44.96,19.96,1846.26,2717.76,8.86,3.15,80.99,86.53,28.89,70.92,3.89,197.47,0.793,warning
2025-01-01T14:30,T-08,2.66,17.95,55.83,9.2,878.34,0.0,1.77,2.97,57.59,47.29,20.02,40.76,3.21,175.74,0.728,warning
2025-01-01T14:40,T-09,7.64,12.89,54.24,14.66,1274.83,361.54,2.24,0.7,43.33,42.14,19.21,41.11,3.18,190.32,1.298,warning
2025-01-01T14:50,T-01,8.07,19.33,61.44,13.32,1220.75,448.0,2.96,11.18,48.87,56.66,23.68,46.46,3.41,185.75,0.598,warning
2025-01-01T15:00,T-01,10.62,21.31,48.9,16.02,1516.46,1790.18,2.28,2.53,66.91,62.7,30.56,63.5,3.01,184.0,0.543,warning
2025-01-01T15:10,T-02,5.35,16.33,58.66,11.44,1015.99,51.3,3.12,2.69,50.65,45.84,19.8,47.18,2.56,195.01,0.463,warning
2025-01-01T15:20,T-03,25.42,18.78,60.52,5.3,471.99,19.74,35.6,24.43,51.25,42.35,23.28,42.85,3.3,178.36,0.627,critical
2025-01-01T15:30,T-04,2.03,15.27,47.1,7.0,586.18,0.0,1.89,2.34,61.16,34.99,22.86,58.88,2.09,183.41,0.482,critical
2025-01-01T15:40,T-05,5.83,17.88,40.39,10.93,999.05,22.47,1.64,1.0,60.36,39.51,23.0,68.66,1.81,180.53,0.673,critical
2025-01-01T15:50,T-06,3.64,21.02,45.72,6.98,676.46,0.35,0.05,4.76,61.16,40.75,28.39,42.5,3.3,185.26,2.264,critical
2025-01-01T16:00,T-07,3.18,17.74,51.45,8.21,744.08,0.01,2.34,0.05,66.92,59.14,23.14,48.94,3.17,176.08,0.768,critical
2025-01-01T16:10,T-08,3.01,11.64,59.59,7.88,674.14,0.0,1.28,3.57,60.88,30.78,20.22,31.53,3.19,189.16,1.923,critical
2025-01-01T16:20,T-09,4.43,14.89,46.33,10.57,993.89,3.99,1.08,1.66,70.53,73.21,21.19,40.01,3.17,173.46,1.248,critical
2025-01-01T16:30,T-01,27.16,14.12,53.96,4.76,433.56,6.85,38.31,15.52,46.44,49.65,19.33,37.54,3.35,180.57,0.481,critical
2025-01-01T16:40,T-01,5.62,11.25,49.03,11.17,1000.78,72.93,2.13,2.11,39.2,39.45,15.65,32.45,3.15,185.33,0.575,healthy
2025-01-01T16:50,T-02,7.76,15.49,71.19,12.81,1178.78,453.92,1.31,2.11,48.69,35.55,23.68,40.97,3.31,187.3,0.846,healthy
2025-01-01T17:00,T-03,8.63,18.75,46.88,14.72,1375.2,707.03,1.3,4.25,53.84,47.97,27.85,44.22,3.43,184.42,0.445,healthy
2025-01-01T17:10,T-04,6.91,17.82,51.36,13.81,1266.84,236.76,3.6,5.42,51.42,40.3,21.36,46.88,3.25,181.04,0.376,healthy
2025-01-01T17:20,T-05,2.91,17.38,54.31,9.24,804.33,0.0,2.29,0.5,44.03,40.02,23.93,43.47,3.19,181.55,0.462,healthy
2025-01-01T17:30,T-06,7.15,16.91,52.83,13.28,1190.97,298.84,0.97,2.37,44.97,43.52,25.77,37.59,3.39,182.49,0.363,healthy
2025-01-01T17:40,T-07,7.62,16.46,58.83,12.59,1181.97,398.84,2.99,0.42,50.97,49.43,22.77,47.81,3.33,185.09,0.4,healthy
2025-01-01T17:50,T-08,3.02,16.41,53.13,8.91,742.19,0.0,2.91,0.01,45.04,41.23,20.98,40.55,3.12,177.83,0.535,healthy
2025-01-01T18:00,T-09,5.11,19.44,53.1,11.82,1078.4,37.95,0.87,1.24,48.6,46.35,24.28,40.09,3.18,186.19,0.358,healthy
2025-01-01T18:10,T-01,3.64,16.84,55.76,8.37,836.59,1.05,2.18,0.72,47.98,33.73,22.35,43.66,3.32,169.49,0.615,healthy
2025-01-01T18:20,T-01,9.2,15.13,58.56,15.78,1450.02,985.99,2.91,2.76,56.5,48.35,22.05,47.54,3.51,180.26,0.728,healthy
2025-01-01T18:30,T-02,7.0,16.96,62.62,11.89,1123.09,269.81,3.11,3.92,47.53,47.25,21.47,40.04,3.47,179.46,0.698,healthy
2025-01-01T18:40,T-03,4.81,17.94,53.68,9.33,897.23,24.92,2.56,0.71,52.28,39.23,26.62,42.49,3.43,189.64,0.464,healthy
2025-01-01T18:50,T-04,5.56,10.13,67.02,12.9,1167.53,70.76,2.08,1.93,38.19,37.79,11.07,32.49,3.36,182.4,0.468,healthy
2025-01-01T19:00,T-05,6.28,17.94,68.71,12.41,1162.05,148.05,2.76,2.05,46.85,37.46,26.49,37.32,3.14,189.19,0.61,healthy
2025-01-01T19:10,T-06,10.91,16.3,67.54,16.74,1520.1,2046.4,2.45,3.33,65.62,64.57,26.68,59.43,3.67,181.98,0.617,healthy
2025-01-01T19:20,T-07,8.8,17.19,72.82,14.88,1356.38,785.15,2.76,1.72,51.95,47.69,26.72,50.01,3.53,181.56,0.574,healthy
2025-01-01T19:30,T-08,2.59,20.71,81.63,7.64,680.85,0.0,1.14,1.48,47.67,45.23,27.41,44.55,3.21,169.41,0.294,healthy
2025-01-01T19:40,T-09,1.75,19.39,67.12,7.24,626.68,0.0,1.72,1.18,45.68,47.13,24.0,42.65,3.25,180.14,0.421,healthy
2025-01-01T19:50,T-01,10.52,14.01,73.89,16.32,1504.26,1803.22,0.59,2.86,55.38,60.79,23.31,46.82,3.49,179.96,0.589,healthy
2025-01-01T20:00,T-01,13.72,18.65,90.48,20.59,1929.46,3070.42,6.63,2.46,78.93,76.97,34.1,58.75,3.93,180.33,0.464,healthy
2025-01-01T20:10,T-02,5.24,15.76,60.02,10.02,909.2,46.42,1.71,3.02,43.34,39.96,20.08,36.39,3.23,182.42,0.371,healthy
2025-01-01T20:20,T-03,6.86,22.27,75.77,12.23,1109.32,230.83,2.53,4.77,56.62,53.18,27.69,42.52,3.34,184.33,0.47,healthy
2025-01-01T20:30,T-04,2.07,21.93,75.91,7.61,689.6,0.0,1.95,0.28,52.02,46.71,28.1,43.28,3.1,182.61,0.466,healthy
2025-01-01T20:40,T-05,7.58,12.96,70.27,12.92,1182.36,392.44,2.42,1.42,44.33,42.76,17.68,43.14,3.19,190.54,0.485,healthy
2025-01-01T20:50,T-06,6.47,25.23,70.83,11.71,1022.87,175.42,1.65,3.8,57.18,51.34,29.83,45.82,3.29,178.2,0.605,healthy
2025-01-01T21:00,T-07,7.18,12.13,86.35,12.86,1200.8,303.53,2.45,2.85,48.08,36.46,19.26,40.0,3.36,185.16,0.715,healthy
2025-01-01T21:10,T-08,7.64,19.18,71.48,13.61,1195.77,408.94,1.15,1.36,49.04,48.57,30.52,44.49,3.56,175.7,0.631,healthy
2025-01-01T21:20,T-09,3.83,26.21,71.3,9.24,887.89,2.45,1.48,2.38,51.46,49.54,31.23,48.01,3.34,179.34,0.373,healthy
2025-01-01T21:30,T-01,6.2,21.53,59.73,11.51,1085.51,137.47,1.48,1.61,52.64,51.33,26.04,43.34,3.16,183.78,0.588,healthy
2025-01-01T21:40,T-01,6.52,20.49,69.32,11.47,1051.96,183.71,3.48,4.62,48.34,46.71,23.92,44.41,3.16,183.59,0.501,healthy
2025-01-01T21:50,T-02,6.98,17.05,75.02,14.16,1316.96,261.27,3.12,1.2,44.4,45.48,21.01,39.71,3.24,183.58,0.557,healthy
2025-01-01T22:00,T-03,8.44,17.64,70.15,13.82,1267.77,673.2,2.01,1.84,49.46,48.86,21.93,45.62,3.32,186.28,0.566,healthy
2025-01-01T22:10,T-04,12.87,18.89,80.72,19.28,1792.57,3058.05,2.81,1.55,77.89,75.39,32.3,67.72,3.41,176.69,0.639,healthy
2025-01-01T22:20,T-05,8.3,22.57,88.08,13.3,1251.71,625.07,2.43,1.52,58.13,53.85,26.93,47.01,3.31,185.07,0.556,healthy
2025-01-01T22:30,T-06,2.04,16.84,78.36,7.98,802.65,0.0,2.69,0.77,45.18,47.54,23.25,36.43,3.17,183.16,0.502,healthy
2025-01-01T22:40,T-07,7.54,16.58,79.29,12.31,1121.66,397.0,2.19,2.8,49.69,42.08,21.62,43.58,3.21,183.18,0.632,healthy
2025-01-01T22:50,T-08,9.27,9.12,79.2,15.94,1479.02,998.9,2.39,0.71,39.18,40.15,18.92,42.18,3.48,184.23,0.622,healthy
2025-01-01T23:00,T-09,14.11,17.62,67.16,20.76,1901.6,2946.5,7.2,0.27,73.33,75.21,28.42,66.85,3.91,183.52,0.528,healthy
2025-01-01T23:10,T-01,2.27,20.54,79.93,7.53,714.45,0.0,2.35,2.96,49.75,43.87,24.24,42.86,3.17,185.39,0.316,healthy
2025-01-01T23:20,T-01,4.51,16.16,76.93,10.43,1020.9,14.0,0.99,4.42,45.72,43.33,21.23,39.64,3.28,179.22,0.48,healthy
2025-01-01T23:30,T-02,5.87,16.53,80.26,11.65,1098.59,95.39,1.24,0.39,46.78,38.79,22.33,45.08,3.14,189.0,0.545,healthy
2025-01-01T23:40,T-03,10.83,15.12,95.43,15.4,1437.44,1973.26,2.53,3.24,58.48,70.45,23.41,55.59,3.54,181.18,0.589,healthy
2025-01-01T23:50,T-04,4.04,13.62,91.64,9.48,882.47,4.7,1.01,1.16,40.38,29.45,17.25,33.75,3.02,183.67,0.319,healthy
2025-01-02T00:00,T-05,10.94,18.83,82.6,16.3,1449.94,2051.23,2.0,2.23,64.91,60.84,29.56,64.83,3.74,176.79,0.793,healthy
2025-01-02T00:10,T-06,13.46,16.4,69.43,19.81,1790.13,3022.27,6.59,0.74,71.43,76.0,34.36,59.76,3.64,196.07,0.63,healthy
2025-01-02T00:20,T-07,5.77,20.36,80.27,9.74,891.54,87.59,2.05,1.98,45.25,44.83,27.55,40.67,3.16,174.87,0.667,healthy
2025-01-02T00:30,T-08,6.85,17.44,81.43,13.26,1242.32,236.04,2.39,1.89,47.02,42.71,21.15,43.94,3.28,189.98,0.605,healthy
2025-01-02T00:40,T-09,4.99,18.36,74.53,11.96,1151.02,33.49,3.03,0.48,51.08,51.38,25.4,40.69,3.28,188.35,0.365,healthy
2025-01-02T00:50,T-01,4.09,16.16,82.68,9.32,828.6,5.12,3.09,2.55,48.01,36.04,21.41,40.72,3.26,193.96,0.546,healthy
2025-01-02T01:00,T-01,12.23,16.79,82.33,18.92,1713.88,3009.65,2.76,3.53,70.19,72.17,32.63,61.24,3.65,177.18,0.528,healthy
2025-01-02T01:10,T-02,11.05,17.13,71.73,16.88,1543.49,2157.65,2.27,2.77,66.97,64.73,27.0,54.23,3.54,184.78,0.593,healthy
2025-01-02T01:20,T-03,9.24,19.24,55.11,12.83,1141.85,1027.81,1.69,3.09,55.63,55.26,29.41,49.36,3.4,189.57,0.667,healthy
2025-01-02T01:30,T-04,7.08,13.02,78.85,11.78,1117.89,284.24,1.67,2.15,44.61,39.55,15.91,39.29,3.18,181.48,0.747,healthy
2025-01-02T01:40,T-05,7.6,19.28,81.44,13.7,1270.7,404.5,0.53,0.14,55.62,49.38,27.38,37.36,3.17,189.78,0.722,healthy
2025-01-02T01:50,T-06,4.99,21.39,77.67,9.99,972.02,31.63,0.0,4.25,47.51,47.5,25.74,40.57,3.09,187.62,0.524,healthy
2025-01-02T02:00,T-07,4.03,16.47,78.16,9.96,899.92,4.31,2.52,0.56,43.8,37.74,21.23,37.97,3.44,192.54,0.467,healthy
2025-01-02T02:10,T-08,15.83,19.49,57.23,22.0,2020.68,2966.99,13.07,4.68,80.22,81.3,31.23,62.77,3.69,192.08,0.705,healthy
2025-01-02T02:20,T-09,6.7,16.72,64.06,11.46,1089.22,210.08,2.53,1.35,41.66,49.43,19.38,40.37,3.25,185.02,0.818,healthy
2025-01-02T02:30,T-01,6.8,16.36,68.68,13.44,1252.92,227.31,2.17,3.97,48.77,44.5,20.32,38.24,3.1,179.39,0.565,healthy
2025-01-02T02:40,T-01,1.89,18.19,88.21,8.2,736.73,0.0,2.1,3.32,53.74,42.22,25.11,41.31,3.38,188.82,0.353,healthy
2025-01-02T02:50,T-02,14.46,17.22,87.88,20.68,1936.74,2907.87,8.8,1.48,74.77,75.42,32.27,62.49,3.65,184.56,0.599,healthy
2025-01-02T03:00,T-03,4.46,17.95,73.83,10.1,907.39,13.12,0.61,3.98,46.85,43.09,23.92,37.05,3.33,185.02,0.491,healthy
2025-01-02T03:10,T-04,3.42,18.72,58.88,10.56,1053.59,0.3,2.61,3.83,46.95,37.51,21.39,42.19,3.15,181.18,0.655,healthy
2025-01-02T03:20,T-05,2.72,20.51,85.3,9.05,803.01,0.0,1.58,3.62,50.05,46.68,24.06,45.25,3.28,175.57,0.445,healthy
2025-01-02T03:30,T-06,9.66,20.65,61.76,15.38,1454.74,1213.83,0.67,1.92,60.98,65.83,26.48,49.08,3.36,181.04,0.583,healthy
2025-01-02T03:40,T-07,17.36,17.96,92.8,22.0,2070.95,2935.06,17.12,0.54,71.88,71.54,31.03,69.08,3.69,206.2,0.685,healthy
2025-01-02T03:50,T-08,1.94,23.2,77.11,6.56,601.18,0.0,1.17,2.09,50.01,42.49,26.99,44.41,3.18,186.73,0.44,healthy
2025-01-02T04:00,T-09,7.95,17.81,60.67,14.47,1358.48,499.83,0.96,4.65,49.73,40.9,24.93,44.96,3.31,175.3,0.638,healthy
2025-01-02T04:10,T-01,5.61,17.69,55.08,12.19,1159.16,74.68,1.86,1.07,45.31,43.7,23.16,36.39,3.24,185.31,0.661,healthy
2025-01-02T04:20,T-01,11.01,15.49,85.18,17.29,1589.03,2066.41,2.29,1.55,66.14,65.94,25.42,53.22,3.7,177.96,0.465,healthy
